,cleaned_tweets,nilai,sentimen
2162,pak wali dengan kondisi seperti ini prilaku akb warga depok hari ke hari yang makin memprihatinkan saya rasa akan jadi bom waktu menunggu meledak pasien covid didepok jadi saran saya bapak segera ambil langkah konkrit sebelum trlmbt jka dibthkan saya siap bantu kota depok,-12,negatif
2163,pemerintah kota depok mencatat kasus baru covid hari ini,-1,netral
2164,satuan polisi pamong praja satpol pulang pergi bersama tim pemburu covid kota depok memantau penerapan protokol kesehatan prokes di wilayahnya baca berita selengkapnya di,-7,negatif
2165,recap all the things happen di dong banjir reynhard sinaga australia wildfire iran america conflict covid di wuhan covid di depok isu bohong libur minggu dalgona and cloud bread omnibus law and all his complexity habib rizieq and his groups,-2,negatif
2166,lawan covid walikota depok gencarkan strategi iman dan imun,3,positif
2167,kontribusi depok ke masyarakat indonesia selama tahun terakhir selain jadi tempat tinggal patient zero covid di indonesia apa coba,-6,negatif
2168,peningkatan kasus covid di depok memang meroket sejak pekan kedua november jumlah pasien covid di depok sudah naik hampir kali lipat,5,positif
2169,depok saya juga tidak tahu paham tentang covid,-4,negatif
2170,jumlah kasus aktif covid di depok terus memuncak dengan pasien yang sedang ditangani saat ini terbanyak selama pandemi,-9,negatif
2171,dulu saat korban baru di depok jokowi dengan percaya diri mau bantu china atasi covid ada jejak digitalnya eh sekarang bahkan satu satunya negara inpor vaksin china di dunia,15,positif
2172,wali kota depok mohammad idris mengkampanyekan protokol kesehatan untuk melawan pandemi covid di indonesia salah satu strategi yang digencarkan adalah iman dan imun atau i lewat,-8,negatif
2173,zona merah covid di jawa barat karawang dan depok,3,positif
2174,penularan covid di jabar luar biasa karawang dan depok masih zona merah,8,positif
2175,sisa zona merah covid tinggal karawang dan depok,0,netral
2176,beli corona di depok dimana ye,1,netral
2177,habis korona saja lagi agak waswas korona mau tahun baru kalau ke luar depok tertawa,0,netral
2178,allah dapat kabar kalau tetangga di depok banyak yang kena covid tidak dibolehin balik dulu sama mama jadi bingung tapi takut juga,3,positif
2179,mereka orang depok dan sekarang depok masih tinggi covid harusnya mereka jadi tim dalam penanganan covid di daerahnya,2,netral
2180,imbauan itu dikeluarkan lantaran status kota depok hingga kini masih masuk dalam zona risiko tinggi penularan covid alias zona merah,-1,netral
2181,ini wilayah dengan risiko tinggi kasus covid termasuk depok,-4,negatif
2182,kisah wanita penghibur di depok selama pandemik covid,-1,netral
2183,kini seluruh kecamatan di depok mencatat lebih dari warganya sedang positif covid,4,positif
2184,pemerintah kota depok mencatat kasus baru covid selain itu pasien covid di depok meninggal dunia,-7,negatif
2185,polsek mlati sleman menahan pria berinisial prn warga kapanewon depok terkait kasus pemalsuan surat izin lomba balap sepeda bmx di masa pandemi corona,-18,negatif
2186,pantau penyebaran covid di perbatasan depok jakarta upnvj gelar rapid tes massal download aplikasi tribunnews untuk update berita terbaru dapatkan untuk android lewat,3,positif
2187,demi menekan penyebaran covid di wilayah kota depok yang saat ini berstatus zona merah pemerintah kota putuskan perayaan natal di wilayahnya secara virtual tekan covid pemerintah kota depok keluarkan kebijakan perayaan natal virtual,0,netral
2188,total pasien positif covid di depok yang meninggal dunia menjadi orang,-5,negatif
2189,masalahnya ini tempat tes antigen di depok cuma jadi rumah sakit rujukan covid kan seram seram sedap mau tes di sana dan harus cuti lagi karena tesnya cuma sampai jam sore plis lah kalau memang mau dijadiin aturan ketersediaan tes digampangkan dulu macam yang antibodi,-12,negatif
2190,maret hallo corona hahaha si kotoran datang ini ke depok perbatasan lagi tempat kerja saya cibinong tea pan uhhhhh,-13,negatif
2191,kalau jaksel depok ada mau tapi corona,7,positif
2192,wali kota depok mohammad idris mengatakan penyebaran covid di kota belimbing ini semakin mengkhawatirkan,2,netral
2193,lawan penyebaran covid wali kota depok luncurkan gerakan iman imun lewat,8,positif
2194,tahun ini identik banget dengan virus corona sepanjang tahun banyak kasus positif covid dimulai kasus pertama di depok hingga sekarang sudah ratusan ribu terpapar,9,positif
2195,sejak pekan kedua november pasien covid di depok sudah naik hampir kali lipat dari pasien pada november menjadi pasien kemarin,-4,negatif
2196,baca itu jangan tebar isu bohong melulu sritex tidak mendapatkan rekomendasi gibran kata joy secara tegas disebut jadi tender goddie bag bansos covid dari rekomendasi gibran pt sritex membantah tegas pikiran rakyat depok,-20,negatif
2197,jakarta depok etapi korona oasu,-1,netral
2198,pasti gerimis turun di hati para pembesar agar mereka sadar rakyat sudah tidak sabar kita butuh obat supaya kuat lawan si covid bangsat terserah vaksin terserah hesperidin penjual cilok depan sd depok penjual bubur kampung cisolok lama tidak jemput rezeki lama tidak menyapa hati,-24,negatif
2199,iiih makanya anjing saya selama ini bully depok gegara lampu merah terus case corona weeeh masa saya harus menelan ludah sendirii,-16,negatif
2200,jdima covid on inda jelas anggo dung nrmal mrhajat tnggal djkarta skitar depok,0,netral
2201,status zona merah covid belum beranjak dari kota depok selama dua pekan terakhir,-3,negatif
2202,dinkes depok tunggu arahan kemenkes terkait pemberian vaksin covid depok news,0,netral
2203,dinkes depok tunggu arahan kemenkes terkait pemberian vaksin covid,-1,netral
2204,dua pekan depok belum beranjak dari zona merah covid dan baca terus berita lainnya di situs,-3,negatif
2205,mau aku spill tidak perumahan perumahan di depok yang judgemental tidak ramah sama penderita covid kasian mereka ini gejala ringan tidak ada gejala sama sekali bisa isolasi mandiri tapi tidak mau pulang karena warga sekitarnya sudah kasi stigma buruk sama mereka ckckckc,-9,negatif
2206,sudah pekan depok masuk zona merah covid dan tahukah kamu kita juga punya berita menarik lainnya di situs,6,positif
2207,sudah pekan depok masuk zona merah covid,3,positif
2208,tiba tiba kamu main melulu aku lihat tidak lelah apa saya di depok tidak bisa kemana mana ini pergi jauh ayo tapi baliknya pas sudah gada covid kesel tapi lucuk,-3,negatif
2209,beberapa minggu yang lalu saya masuk igd merah khusus covid hermina depok disana penuh suara yang terdengar cuma orang sesak napas bunyi alat kepanikan nakes tidak sampai satu jam di dalam orang meninggal di depan mata,-19,negatif
2210,depok iyaaa ada tapi yang keliling begitu cuma sekarang kan jarang ada karena covid,-4,negatif
2211,pemerintah kota pemerintah kota depok mencatat trend penambahan kasus konfirmasi positif covid masih terus berlanjut hingga hari ini minggu lewat,10,positif
2212,masih tinggi penyebaran covid walikota depok larang warga rayakan tahun baru depok news,0,netral
2213,jaga diri jaga keluarga covid itu nyata,7,positif
2214,butuh informasi terkini terkait persebaran covid di depok ada mau melakukan pengaduan seputar apa saja ke pemerintah kota bisa ingin melakukan perizinan pembayaran pajak dengan lebih mudah bisa banget depok single window solusinya,9,positif
2215,masih tinggi penyebaran covid walikota depok larang warga rayakan tahun baru,-1,netral
2216,selain kota bandung alhamdulillah kota depok dan kota sukabumi juga meraih anugerah sebagai kota sangat inovatif dari kemendagri selamat ust dan mas insyaallah dapat jadi penyemangat semua elemen untuk bekerja lebih keras di masa pandemi covid,2,netral
2217,pemerintah kota pemerintah kota depok siap menerima pemberian vaksin covid dari pemerintah pusat vaksin tersebut nantinya akan diberikan secara gratis kepada masyarakat kota depok lewat,18,positif
2218,tetangga positif covid tapi masih bolak balik warung dibilangin keluarganya bahkan nge gas balik akhirnya saya ngungsi ke bsd soalnya satgas setempat juga diem saja rt rw apalagi lokasi ada di rw tanah baru beji depok bagaimana ini,-8,negatif
2219,pinggiran depok daerah citayam tengah malam masih ramai saja ini seperti tidak ada covid covidnya lah kamu sedang apa cak tengah malam ke citayam ada deh stalking rumah orang,-1,netral
2220,pak bu ibu tmn saya butuh plasma darah dari mantan penyintas covid kalau ada yang sekira bisa tolong hub ke heryo posisi ibu ada di rs puri cinere depok terima kasih,-2,negatif
2221,menunggu petunjuk resmi kemenkes dinkes depok siap terima vaksin covid,4,positif
2222,busway terdekat di depok ada di halte ui jurusan di ui lebakbulus b ui st manggarai ada satu lagi jurusan terminal depok bukan di tapi masih henti belum jalan sejak corona,-1,netral
2223,barusan lewat depan setu cilodong depok ramai cuy ada kafe shop pakai live music ada pedagang kaki lima ramai banget deh kayaknya sudah g ada corona deh,20,positif
2224,ini bagaimana mau balik ke depok bahkan tetanggaku pada positif covid nular menular,-2,negatif
2225,hari minggu lalu saya ke mitra keluarga depok dan hermina tapi ugd penuh pindah ke rs dekat rumah ugd relatif lengang di sebelah ada seorang ibu dengan kondisi anfal dengan berbagai komplikasi tidak dapat icu bukan covid,0,netral
2226,aw sotongggggg trakhir makan ini pas di alun alun depok sebelum corona melanda,3,positif
2227,fadli zon dan rachlan sindir tidak terealisasinya janji vaksin covid merah putih di akhir tahun ini pikiran rakyat depok,-6,negatif
2228,kapolsubsektor gandaria ipda nababan bersama unsur terkait melaksanakan penerapan psbb cegah covid di chek point jl raya bogor kamu perbatasan jaktim depok,-2,negatif
2229,masuk zona merah covid wali kota depok imbau ibadah natal digelar secara virtual,4,positif
2230,telepon kakak saya di depok tentunya dengan nada tenang cenderung tertawa sengaja biar tidak bikin panik klrg besar aplg saya tahu yang saya telepon penggemar drakor dan hercai infoin kalau istri covid pesan ke kakak saya rahasiain hal ini dari kuping mama,-8,negatif
2231,penyekatan akses menuju jakarta petugas temukan sejumlah warga reaktif covid petugas gabungan dari polres metro depok dan kodim depok melakukan penyekatan di sejumlah akses jalan menuju jakarta salah satunya di jalan raya bogor hal ini,-22,negatif
2232,rencana belajar tatap muka di awal tahun kini harus kandas karena dampak covid kini semakin meluas berharap dapat turut membantu anak anak yatim dan dhuafa dapat belajar online di tbm rimbun,6,positif
2233,gereja sudah mempersiapkan misa natal segitu baiknya sudah diatur segitu ketatnya tapi diwajibkan untuk tidak bikin misa natal di depok apakah aku marah tidak ini bagus seenggaknya orang katolik tidak kontribusi nambah angka positive covid di depok,-12,negatif
2234,akibatnya jumlah kasus aktif covid di depok terus memuncak dengan pasien yang masih ditangani saat ini terbanyak selama pandemi,-9,negatif
2235,cegat massa di depok petugas temukan peserta reaktif covid,-10,negatif
2236,kota depok kembali zona merah kini capai orang,11,positif
2237,cegah covid pemerintah kota larang warga depok rayakan pergantian tahun,-2,negatif
2238,depok zona merah corona jemaat natal dibatasi tahun baruan dilarang,1,netral
2239,angka covid naik terus depok bakal tetap terapkan pjj semester depan,3,positif
2240,satgas penanganan covid kota depok mempertimbangkan metode belajar online untuk para santri sebab klaster penularan di pesantren bertambah,-6,negatif
2241,pemerintah kota pemerintah kota depok mengeluarkan kebijakan penyelenggaran natal dilakukan virtual ketentuan ini terkait kondisi pandemi covid,-5,negatif
2242,depok tetap terapkan sekolah online di semester kedua tahun ajaran namun karena angka penyebaran covid masih tinggi di depok maka pemerintah kota depok memutuskan untuk tetap melaksanakan kbm secara virtual,7,positif
2243,kasus covid masih tinggi warga kota depok dilarang rayakan tahun baru,-2,negatif
2244,kasus corona di depok fluktuatif disdik belum berani buka sekolah tatap muka,6,positif
2245,satgas penanganan covid kota depok menyebutkan ada gap antara data kasus covid di tingkat kota hingga ke pusdatin kemenkes,-2,negatif
2246,satgas penanganan covid kota depok mengkritik penanggulangan pandemi yang tidak terintegrasi antara wilayah wilayah jabodetabek,-14,negatif
2247,zona merah depok tunda pembelajaran tatap muka gelaran pembelajaran tatap muka belum bisa dilaksanakan di penghujung tahun ini atau tahun karena masih situasi covid,2,netral
2248,satgas penanganan covid kota depok bersama polri nantinya akan mengawasi agar tidak terjadi kerumunan masyarakat di kota depok,-5,negatif
2249,guratan mural terkait ajakan melawan virus corona berjejer di tembok pintu keluar kantor pemerintah kota depok,-7,negatif
2250,dinas pendidikan disdik kota depok membatalkan rencana uji coba sekolah tatap muka yang dijadwalkan pada januari hal tersebut karena angka penyebaran virus corona covid yang kembali meningkat fluktuatif hingga kota depok kembali memasuki zo,-9,negatif
2251,idris tekankan pengawasan kantor di depok tidak kendor meski pandemi covid,-13,negatif
2252,jelang natal dan tahun baru depok kembali zona merah covid,7,positif
2253,bagaimana mungkin keluarga anies tidak terinfeksi sedangkan ke keluarga studio alam depok ini terinfeksi semua walau awalnya mengaku bingung kena stempel covid,-6,negatif
2254,baru dapat kabar ada penulis di depok yang meninggal dunia karena covid tadi malam minta rujuk ke rsui karena butuh ventilator ditolak krena terpakai semua sepertinya sudah mulai di fase rebutan ventilator kedepannya,-16,negatif
2255,covid hot depok debut,-5,negatif
2256,hal tersebut dikarenakan angka penyebaran virus corona atau covid yang kembali meningkat fluktuatif hingga kota depok kembali memasuki zona merah lewat,-1,netral
2257,hal ini lantaran masih tingginya penyebaran virus corona atau covid di kota depok lewat,-6,negatif
2258,fase pandemi covid pemerintah kota depok komitmen terapkan peraturan daerah kantor,-6,negatif
2259,di,0,netral
